travelCode,userCode,name,place,days,price,total,date,userCompany,user,userGender,userAge,cantReservacion
62349,607,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/25/2022,Monsters CYA,Laurie Fine,female,65,1
62350,607,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/01/2022,Monsters CYA,Laurie Fine,female,65,1
62352,607,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/15/2022,Monsters CYA,Laurie Fine,female,65,1
62353,607,Hotel K,Salvador (BH),2,263.41,526.82,09/22/2022,Monsters CYA,Laurie Fine,female,65,1
62356,607,Hotel BD,Natal (RN),1,242.88,242.88,10/13/2022,Monsters CYA,Laurie Fine,female,65,1
62362,607,Hotel A,Florianopolis (SC),3,313.02,939.06,11/24/2022,Monsters CYA,Laurie Fine,female,65,1
62373,607,Hotel K,Salvador (BH),3,263.41,790.23,02/09/2023,Monsters CYA,Laurie Fine,female,65,1
62374,607,Hotel AU,Recife (PE),3,312.83,938.49,02/16/2023,Monsters CYA,Laurie Fine,female,65,1
62379,608,Hotel AU,Recife (PE),2,312.83,625.66,09/26/2019,Monsters CYA,Thelma Dillinger,none,61,1
62380,608,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/03/2019,Monsters CYA,Thelma Dillinger,none,61,1
62384,608,Hotel A,Florianopolis (SC),2,313.02,626.04,10/31/2019,Monsters CYA,Thelma Dillinger,none,61,1
62386,608,Hotel Z,Aracaju (SE),4,208.04,832.16,11/14/2019,Monsters CYA,Thelma Dillinger,none,61,1
62392,608,Hotel BP,Brasilia (DF),3,247.62,742.86,12/26/2019,Monsters CYA,Thelma Dillinger,none,61,1
62394,608,Hotel AU,Recife (PE),4,312.83,1251.32,01/09/2020,Monsters CYA,Thelma Dillinger,none,61,1
62400,608,Hotel Z,Aracaju (SE),2,208.04,416.08,02/20/2020,Monsters CYA,Thelma Dillinger,none,61,1
62402,608,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/05/2020,Monsters CYA,Thelma Dillinger,none,61,1
62403,608,Hotel Z,Aracaju (SE),2,208.04,416.08,03/12/2020,Monsters CYA,Thelma Dillinger,none,61,1
62413,608,Hotel BD,Natal (RN),2,242.88,485.76,05/21/2020,Monsters CYA,Thelma Dillinger,none,61,1
62414,608,Hotel BD,Natal (RN),4,242.88,971.52,05/28/2020,Monsters CYA,Thelma Dillinger,none,61,1
62416,608,Hotel AU,Recife (PE),4,312.83,1251.32,06/11/2020,Monsters CYA,Thelma Dillinger,none,61,1
62417,608,Hotel Z,Aracaju (SE),3,208.04,624.12,06/18/2020,Monsters CYA,Thelma Dillinger,none,61,1
62418,608,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/25/2020,Monsters CYA,Thelma Dillinger,none,61,1
62420,608,Hotel BD,Natal (RN),4,242.88,971.52,07/09/2020,Monsters CYA,Thelma Dillinger,none,61,1
62422,608,Hotel BP,Brasilia (DF),2,247.62,495.24,07/23/2020,Monsters CYA,Thelma Dillinger,none,61,1
62428,608,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/03/2020,Monsters CYA,Thelma Dillinger,none,61,1
62435,608,Hotel BP,Brasilia (DF),2,247.62,495.24,10/22/2020,Monsters CYA,Thelma Dillinger,none,61,1
62439,608,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/19/2020,Monsters CYA,Thelma Dillinger,none,61,1
62440,608,Hotel AU,Recife (PE),1,312.83,312.83,11/26/2020,Monsters CYA,Thelma Dillinger,none,61,1
62442,608,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/10/2020,Monsters CYA,Thelma Dillinger,none,61,1
62443,608,Hotel K,Salvador (BH),3,263.41,790.23,12/17/2020,Monsters CYA,Thelma Dillinger,none,61,1
62448,608,Hotel BD,Natal (RN),2,242.88,485.76,01/21/2021,Monsters CYA,Thelma Dillinger,none,61,1
62449,608,Hotel BD,Natal (RN),3,242.88,728.64,01/28/2021,Monsters CYA,Thelma Dillinger,none,61,1
62450,608,Hotel Z,Aracaju (SE),3,208.04,624.12,02/04/2021,Monsters CYA,Thelma Dillinger,none,61,1
62452,608,Hotel A,Florianopolis (SC),3,313.02,939.06,02/18/2021,Monsters CYA,Thelma Dillinger,none,61,1
62463,608,Hotel AU,Recife (PE),2,312.83,625.66,05/06/2021,Monsters CYA,Thelma Dillinger,none,61,1
62465,608,Hotel BD,Natal (RN),3,242.88,728.64,05/20/2021,Monsters CYA,Thelma Dillinger,none,61,1
62466,608,Hotel BP,Brasilia (DF),3,247.62,742.86,05/27/2021,Monsters CYA,Thelma Dillinger,none,61,1
62468,608,Hotel A,Florianopolis (SC),3,313.02,939.06,06/10/2021,Monsters CYA,Thelma Dillinger,none,61,1
62476,608,Hotel A,Florianopolis (SC),3,313.02,939.06,08/05/2021,Monsters CYA,Thelma Dillinger,none,61,1
62478,608,Hotel K,Salvador (BH),1,263.41,263.41,08/19/2021,Monsters CYA,Thelma Dillinger,none,61,1
62485,608,Hotel Z,Aracaju (SE),2,208.04,416.08,10/07/2021,Monsters CYA,Thelma Dillinger,none,61,1
62488,608,Hotel A,Florianopolis (SC),3,313.02,939.06,10/28/2021,Monsters CYA,Thelma Dillinger,none,61,1
62492,608,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/25/2021,Monsters CYA,Thelma Dillinger,none,61,1
62495,608,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/16/2021,Monsters CYA,Thelma Dillinger,none,61,1
62498,609,Hotel K,Salvador (BH),4,263.41,1053.64,10/03/2019,Monsters CYA,Kerri Jones,female,57,1
62502,609,Hotel BD,Natal (RN),1,242.88,242.88,10/31/2019,Monsters CYA,Kerri Jones,female,57,1
62510,609,Hotel K,Salvador (BH),2,263.41,526.82,12/26/2019,Monsters CYA,Kerri Jones,female,57,1
62511,609,Hotel BD,Natal (RN),2,242.88,485.76,01/02/2020,Monsters CYA,Kerri Jones,female,57,1
62512,609,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/09/2020,Monsters CYA,Kerri Jones,female,57,1
62514,609,Hotel Z,Aracaju (SE),1,208.04,208.04,01/23/2020,Monsters CYA,Kerri Jones,female,57,1
62521,610,Hotel BP,Brasilia (DF),1,247.62,247.62,10/10/2019,Monsters CYA,Rena Roberts,none,29,1
62524,610,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/31/2019,Monsters CYA,Rena Roberts,none,29,1
62532,610,Hotel AU,Recife (PE),3,312.83,938.49,12/26/2019,Monsters CYA,Rena Roberts,none,29,1
62536,610,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/23/2020,Monsters CYA,Rena Roberts,none,29,1
62542,610,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/05/2020,Monsters CYA,Rena Roberts,none,29,1
62547,610,Hotel BP,Brasilia (DF),3,247.62,742.86,04/09/2020,Monsters CYA,Rena Roberts,none,29,1
62552,610,Hotel AU,Recife (PE),4,312.83,1251.32,05/14/2020,Monsters CYA,Rena Roberts,none,29,1
62553,610,Hotel Z,Aracaju (SE),4,208.04,832.16,05/21/2020,Monsters CYA,Rena Roberts,none,29,1
62554,610,Hotel K,Salvador (BH),4,263.41,1053.64,05/28/2020,Monsters CYA,Rena Roberts,none,29,1
62555,610,Hotel K,Salvador (BH),2,263.41,526.82,06/04/2020,Monsters CYA,Rena Roberts,none,29,1
62561,610,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/16/2020,Monsters CYA,Rena Roberts,none,29,1
62566,610,Hotel A,Florianopolis (SC),2,313.02,626.04,08/20/2020,Monsters CYA,Rena Roberts,none,29,1
62567,610,Hotel AU,Recife (PE),3,312.83,938.49,08/27/2020,Monsters CYA,Rena Roberts,none,29,1
62570,610,Hotel Z,Aracaju (SE),4,208.04,832.16,09/17/2020,Monsters CYA,Rena Roberts,none,29,1
62572,610,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/01/2020,Monsters CYA,Rena Roberts,none,29,1
62577,610,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/05/2020,Monsters CYA,Rena Roberts,none,29,1
62579,611,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/03/2019,Monsters CYA,Heather Chambers,female,47,1
62580,611,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/10/2019,Monsters CYA,Heather Chambers,female,47,1
62581,611,Hotel BP,Brasilia (DF),4,247.62,990.48,10/17/2019,Monsters CYA,Heather Chambers,female,47,1
62582,611,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/24/2019,Monsters CYA,Heather Chambers,female,47,1
62585,611,Hotel BP,Brasilia (DF),4,247.62,990.48,11/14/2019,Monsters CYA,Heather Chambers,female,47,1
62586,611,Hotel Z,Aracaju (SE),1,208.04,208.04,11/21/2019,Monsters CYA,Heather Chambers,female,47,1
62588,611,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/05/2019,Monsters CYA,Heather Chambers,female,47,1
62589,611,Hotel BD,Natal (RN),4,242.88,971.52,12/12/2019,Monsters CYA,Heather Chambers,female,47,1
62590,611,Hotel AU,Recife (PE),2,312.83,625.66,12/19/2019,Monsters CYA,Heather Chambers,female,47,1
62592,611,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/02/2020,Monsters CYA,Heather Chambers,female,47,1
62594,611,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/16/2020,Monsters CYA,Heather Chambers,female,47,1
62597,611,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/06/2020,Monsters CYA,Heather Chambers,female,47,1
62598,611,Hotel BD,Natal (RN),2,242.88,485.76,02/13/2020,Monsters CYA,Heather Chambers,female,47,1
62599,611,Hotel A,Florianopolis (SC),2,313.02,626.04,02/20/2020,Monsters CYA,Heather Chambers,female,47,1
62606,611,Hotel A,Florianopolis (SC),1,313.02,313.02,04/09/2020,Monsters CYA,Heather Chambers,female,47,1
62612,611,Hotel K,Salvador (BH),4,263.41,1053.64,05/21/2020,Monsters CYA,Heather Chambers,female,47,1
62618,611,Hotel BD,Natal (RN),2,242.88,485.76,07/02/2020,Monsters CYA,Heather Chambers,female,47,1
62622,611,Hotel BP,Brasilia (DF),3,247.62,742.86,07/30/2020,Monsters CYA,Heather Chambers,female,47,1
62623,611,Hotel A,Florianopolis (SC),3,313.02,939.06,08/06/2020,Monsters CYA,Heather Chambers,female,47,1
62624,611,Hotel BD,Natal (RN),3,242.88,728.64,08/13/2020,Monsters CYA,Heather Chambers,female,47,1
62627,611,Hotel A,Florianopolis (SC),2,313.02,626.04,09/03/2020,Monsters CYA,Heather Chambers,female,47,1
62638,611,Hotel BP,Brasilia (DF),1,247.62,247.62,11/19/2020,Monsters CYA,Heather Chambers,female,47,1
62640,611,Hotel BP,Brasilia (DF),3,247.62,742.86,12/03/2020,Monsters CYA,Heather Chambers,female,47,1
62642,611,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/17/2020,Monsters CYA,Heather Chambers,female,47,1
62648,611,Hotel BD,Natal (RN),4,242.88,971.52,01/28/2021,Monsters CYA,Heather Chambers,female,47,1
62649,611,Hotel BP,Brasilia (DF),3,247.62,742.86,02/04/2021,Monsters CYA,Heather Chambers,female,47,1
62650,611,Hotel AU,Recife (PE),1,312.83,312.83,02/11/2021,Monsters CYA,Heather Chambers,female,47,1
62653,611,Hotel BD,Natal (RN),4,242.88,971.52,03/04/2021,Monsters CYA,Heather Chambers,female,47,1
62654,611,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/11/2021,Monsters CYA,Heather Chambers,female,47,1
62655,611,Hotel A,Florianopolis (SC),3,313.02,939.06,03/18/2021,Monsters CYA,Heather Chambers,female,47,1
62657,611,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/01/2021,Monsters CYA,Heather Chambers,female,47,1
62658,611,Hotel A,Florianopolis (SC),1,313.02,313.02,04/08/2021,Monsters CYA,Heather Chambers,female,47,1
62661,611,Hotel A,Florianopolis (SC),1,313.02,313.02,04/29/2021,Monsters CYA,Heather Chambers,female,47,1
62666,611,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/03/2021,Monsters CYA,Heather Chambers,female,47,1
62669,611,Hotel BP,Brasilia (DF),3,247.62,742.86,06/24/2021,Monsters CYA,Heather Chambers,female,47,1
62679,611,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/02/2021,Monsters CYA,Heather Chambers,female,47,1
62689,611,Hotel A,Florianopolis (SC),3,313.02,939.06,11/11/2021,Monsters CYA,Heather Chambers,female,47,1
62690,611,Hotel AU,Recife (PE),2,312.83,625.66,11/18/2021,Monsters CYA,Heather Chambers,female,47,1
62694,611,Hotel AU,Recife (PE),2,312.83,625.66,12/16/2021,Monsters CYA,Heather Chambers,female,47,1
62695,611,Hotel Z,Aracaju (SE),1,208.04,208.04,12/23/2021,Monsters CYA,Heather Chambers,female,47,1
62699,611,Hotel Z,Aracaju (SE),2,208.04,416.08,01/20/2022,Monsters CYA,Heather Chambers,female,47,1
62700,611,Hotel A,Florianopolis (SC),1,313.02,313.02,01/27/2022,Monsters CYA,Heather Chambers,female,47,1
62702,611,Hotel Z,Aracaju (SE),4,208.04,832.16,02/10/2022,Monsters CYA,Heather Chambers,female,47,1
62703,611,Hotel A,Florianopolis (SC),1,313.02,313.02,02/17/2022,Monsters CYA,Heather Chambers,female,47,1
62706,611,Hotel Z,Aracaju (SE),4,208.04,832.16,03/10/2022,Monsters CYA,Heather Chambers,female,47,1
62707,611,Hotel K,Salvador (BH),4,263.41,1053.64,03/17/2022,Monsters CYA,Heather Chambers,female,47,1
62713,611,Hotel A,Florianopolis (SC),2,313.02,626.04,04/28/2022,Monsters CYA,Heather Chambers,female,47,1
62714,611,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/05/2022,Monsters CYA,Heather Chambers,female,47,1
62718,611,Hotel AU,Recife (PE),3,312.83,938.49,06/02/2022,Monsters CYA,Heather Chambers,female,47,1
62719,611,Hotel A,Florianopolis (SC),2,313.02,626.04,06/09/2022,Monsters CYA,Heather Chambers,female,47,1
62726,611,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/28/2022,Monsters CYA,Heather Chambers,female,47,1
62731,611,Hotel BP,Brasilia (DF),1,247.62,247.62,09/01/2022,Monsters CYA,Heather Chambers,female,47,1
62732,611,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/08/2022,Monsters CYA,Heather Chambers,female,47,1
62734,612,Hotel Z,Aracaju (SE),3,208.04,624.12,09/26/2019,Monsters CYA,Myra Rivera,female,57,1
62735,612,Hotel BD,Natal (RN),2,242.88,485.76,10/03/2019,Monsters CYA,Myra Rivera,female,57,1
62737,612,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/17/2019,Monsters CYA,Myra Rivera,female,57,1
62742,612,Hotel K,Salvador (BH),2,263.41,526.82,11/21/2019,Monsters CYA,Myra Rivera,female,57,1
62743,612,Hotel A,Florianopolis (SC),2,313.02,626.04,11/28/2019,Monsters CYA,Myra Rivera,female,57,1
62745,612,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/12/2019,Monsters CYA,Myra Rivera,female,57,1
62748,612,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/02/2020,Monsters CYA,Myra Rivera,female,57,1
62750,612,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/16/2020,Monsters CYA,Myra Rivera,female,57,1
62751,612,Hotel K,Salvador (BH),4,263.41,1053.64,01/23/2020,Monsters CYA,Myra Rivera,female,57,1
62752,612,Hotel BD,Natal (RN),1,242.88,242.88,01/30/2020,Monsters CYA,Myra Rivera,female,57,1
62757,612,Hotel AU,Recife (PE),4,312.83,1251.32,03/05/2020,Monsters CYA,Myra Rivera,female,57,1
62760,612,Hotel A,Florianopolis (SC),2,313.02,626.04,03/26/2020,Monsters CYA,Myra Rivera,female,57,1
62767,612,Hotel BD,Natal (RN),1,242.88,242.88,05/14/2020,Monsters CYA,Myra Rivera,female,57,1
62775,612,Hotel BP,Brasilia (DF),2,247.62,495.24,07/09/2020,Monsters CYA,Myra Rivera,female,57,1
62777,612,Hotel K,Salvador (BH),3,263.41,790.23,07/23/2020,Monsters CYA,Myra Rivera,female,57,1
62779,612,Hotel K,Salvador (BH),2,263.41,526.82,08/06/2020,Monsters CYA,Myra Rivera,female,57,1
62781,612,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/20/2020,Monsters CYA,Myra Rivera,female,57,1
62789,612,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/15/2020,Monsters CYA,Myra Rivera,female,57,1
62791,612,Hotel AU,Recife (PE),1,312.83,312.83,10/29/2020,Monsters CYA,Myra Rivera,female,57,1
62797,612,Hotel A,Florianopolis (SC),2,313.02,626.04,12/10/2020,Monsters CYA,Myra Rivera,female,57,1
62798,612,Hotel K,Salvador (BH),4,263.41,1053.64,12/17/2020,Monsters CYA,Myra Rivera,female,57,1
62803,612,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/21/2021,Monsters CYA,Myra Rivera,female,57,1
62804,612,Hotel BD,Natal (RN),3,242.88,728.64,01/28/2021,Monsters CYA,Myra Rivera,female,57,1
62813,612,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/01/2021,Monsters CYA,Myra Rivera,female,57,1
62817,612,Hotel BP,Brasilia (DF),2,247.62,495.24,04/29/2021,Monsters CYA,Myra Rivera,female,57,1
62819,612,Hotel BP,Brasilia (DF),1,247.62,247.62,05/13/2021,Monsters CYA,Myra Rivera,female,57,1
62824,612,Hotel BP,Brasilia (DF),3,247.62,742.86,06/17/2021,Monsters CYA,Myra Rivera,female,57,1
62825,612,Hotel A,Florianopolis (SC),1,313.02,313.02,06/24/2021,Monsters CYA,Myra Rivera,female,57,1
62827,612,Hotel K,Salvador (BH),3,263.41,790.23,07/08/2021,Monsters CYA,Myra Rivera,female,57,1
62828,612,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/15/2021,Monsters CYA,Myra Rivera,female,57,1
62829,612,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/22/2021,Monsters CYA,Myra Rivera,female,57,1
62836,612,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/09/2021,Monsters CYA,Myra Rivera,female,57,1
62840,612,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/07/2021,Monsters CYA,Myra Rivera,female,57,1
62841,612,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/14/2021,Monsters CYA,Myra Rivera,female,57,1
62844,612,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/04/2021,Monsters CYA,Myra Rivera,female,57,1
62846,612,Hotel BD,Natal (RN),3,242.88,728.64,11/18/2021,Monsters CYA,Myra Rivera,female,57,1
62847,612,Hotel BD,Natal (RN),1,242.88,242.88,11/25/2021,Monsters CYA,Myra Rivera,female,57,1
62852,612,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/30/2021,Monsters CYA,Myra Rivera,female,57,1
62853,612,Hotel AU,Recife (PE),3,312.83,938.49,01/06/2022,Monsters CYA,Myra Rivera,female,57,1
62858,612,Hotel BD,Natal (RN),1,242.88,242.88,02/10/2022,Monsters CYA,Myra Rivera,female,57,1
62864,612,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/24/2022,Monsters CYA,Myra Rivera,female,57,1
62868,612,Hotel K,Salvador (BH),3,263.41,790.23,04/21/2022,Monsters CYA,Myra Rivera,female,57,1
62871,612,Hotel Z,Aracaju (SE),3,208.04,624.12,05/12/2022,Monsters CYA,Myra Rivera,female,57,1
62875,612,Hotel Z,Aracaju (SE),1,208.04,208.04,06/09/2022,Monsters CYA,Myra Rivera,female,57,1
62877,612,Hotel BD,Natal (RN),3,242.88,728.64,06/23/2022,Monsters CYA,Myra Rivera,female,57,1
62880,612,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/14/2022,Monsters CYA,Myra Rivera,female,57,1
62883,612,Hotel Z,Aracaju (SE),2,208.04,416.08,08/04/2022,Monsters CYA,Myra Rivera,female,57,1
62885,612,Hotel AU,Recife (PE),1,312.83,312.83,08/18/2022,Monsters CYA,Myra Rivera,female,57,1
62887,612,Hotel K,Salvador (BH),4,263.41,1053.64,09/01/2022,Monsters CYA,Myra Rivera,female,57,1
62888,612,Hotel Z,Aracaju (SE),2,208.04,416.08,09/08/2022,Monsters CYA,Myra Rivera,female,57,1
62890,612,Hotel Z,Aracaju (SE),4,208.04,832.16,09/22/2022,Monsters CYA,Myra Rivera,female,57,1
62891,612,Hotel Z,Aracaju (SE),2,208.04,416.08,09/29/2022,Monsters CYA,Myra Rivera,female,57,1
62895,612,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/27/2022,Monsters CYA,Myra Rivera,female,57,1
62899,612,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/24/2022,Monsters CYA,Myra Rivera,female,57,1
62902,612,Hotel A,Florianopolis (SC),2,313.02,626.04,12/15/2022,Monsters CYA,Myra Rivera,female,57,1
62907,612,Hotel BD,Natal (RN),2,242.88,485.76,01/19/2023,Monsters CYA,Myra Rivera,female,57,1
62909,613,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/26/2019,Monsters CYA,Isiah Enriquez,male,53,1
62913,613,Hotel BD,Natal (RN),2,242.88,485.76,10/24/2019,Monsters CYA,Isiah Enriquez,male,53,1
62917,613,Hotel BP,Brasilia (DF),3,247.62,742.86,11/21/2019,Monsters CYA,Isiah Enriquez,male,53,1
62918,613,Hotel Z,Aracaju (SE),4,208.04,832.16,11/28/2019,Monsters CYA,Isiah Enriquez,male,53,1
62926,613,Hotel BD,Natal (RN),4,242.88,971.52,01/23/2020,Monsters CYA,Isiah Enriquez,male,53,1
62927,613,Hotel A,Florianopolis (SC),1,313.02,313.02,01/30/2020,Monsters CYA,Isiah Enriquez,male,53,1
62941,613,Hotel Z,Aracaju (SE),2,208.04,416.08,05/07/2020,Monsters CYA,Isiah Enriquez,male,53,1
62944,613,Hotel AU,Recife (PE),2,312.83,625.66,05/28/2020,Monsters CYA,Isiah Enriquez,male,53,1
62945,613,Hotel Z,Aracaju (SE),4,208.04,832.16,06/04/2020,Monsters CYA,Isiah Enriquez,male,53,1
62946,613,Hotel Z,Aracaju (SE),1,208.04,208.04,06/11/2020,Monsters CYA,Isiah Enriquez,male,53,1
62948,613,Hotel K,Salvador (BH),1,263.41,263.41,06/25/2020,Monsters CYA,Isiah Enriquez,male,53,1
62952,613,Hotel BP,Brasilia (DF),1,247.62,247.62,07/23/2020,Monsters CYA,Isiah Enriquez,male,53,1
62953,613,Hotel Z,Aracaju (SE),3,208.04,624.12,07/30/2020,Monsters CYA,Isiah Enriquez,male,53,1
62954,613,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/06/2020,Monsters CYA,Isiah Enriquez,male,53,1
62957,613,Hotel K,Salvador (BH),3,263.41,790.23,08/27/2020,Monsters CYA,Isiah Enriquez,male,53,1
62958,613,Hotel AU,Recife (PE),3,312.83,938.49,09/03/2020,Monsters CYA,Isiah Enriquez,male,53,1
62971,613,Hotel Z,Aracaju (SE),2,208.04,416.08,12/03/2020,Monsters CYA,Isiah Enriquez,male,53,1
62973,613,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/17/2020,Monsters CYA,Isiah Enriquez,male,53,1
62974,613,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/24/2020,Monsters CYA,Isiah Enriquez,male,53,1
62979,613,Hotel Z,Aracaju (SE),4,208.04,832.16,01/28/2021,Monsters CYA,Isiah Enriquez,male,53,1
62981,613,Hotel Z,Aracaju (SE),2,208.04,416.08,02/11/2021,Monsters CYA,Isiah Enriquez,male,53,1
62982,613,Hotel K,Salvador (BH),4,263.41,1053.64,02/18/2021,Monsters CYA,Isiah Enriquez,male,53,1
62988,613,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/01/2021,Monsters CYA,Isiah Enriquez,male,53,1
62993,613,Hotel K,Salvador (BH),2,263.41,526.82,05/06/2021,Monsters CYA,Isiah Enriquez,male,53,1
62995,613,Hotel K,Salvador (BH),2,263.41,526.82,05/20/2021,Monsters CYA,Isiah Enriquez,male,53,1
62999,613,Hotel BD,Natal (RN),3,242.88,728.64,06/17/2021,Monsters CYA,Isiah Enriquez,male,53,1
63000,613,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/24/2021,Monsters CYA,Isiah Enriquez,male,53,1
63004,613,Hotel AU,Recife (PE),4,312.83,1251.32,07/22/2021,Monsters CYA,Isiah Enriquez,male,53,1
63005,613,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/29/2021,Monsters CYA,Isiah Enriquez,male,53,1
63006,613,Hotel BP,Brasilia (DF),2,247.62,495.24,08/05/2021,Monsters CYA,Isiah Enriquez,male,53,1
63007,613,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/12/2021,Monsters CYA,Isiah Enriquez,male,53,1
63010,613,Hotel BP,Brasilia (DF),3,247.62,742.86,09/02/2021,Monsters CYA,Isiah Enriquez,male,53,1
63011,613,Hotel Z,Aracaju (SE),1,208.04,208.04,09/09/2021,Monsters CYA,Isiah Enriquez,male,53,1
63012,613,Hotel BP,Brasilia (DF),1,247.62,247.62,09/16/2021,Monsters CYA,Isiah Enriquez,male,53,1
63013,613,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/23/2021,Monsters CYA,Isiah Enriquez,male,53,1
63027,614,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/17/2019,Monsters CYA,Anna Zurita,female,41,1
63028,614,Hotel BD,Natal (RN),4,242.88,971.52,10/24/2019,Monsters CYA,Anna Zurita,female,41,1
63038,614,Hotel Z,Aracaju (SE),2,208.04,416.08,01/02/2020,Monsters CYA,Anna Zurita,female,41,1
63040,614,Hotel A,Florianopolis (SC),2,313.02,626.04,01/16/2020,Monsters CYA,Anna Zurita,female,41,1
63041,614,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/23/2020,Monsters CYA,Anna Zurita,female,41,1
63044,614,Hotel AU,Recife (PE),4,312.83,1251.32,02/13/2020,Monsters CYA,Anna Zurita,female,41,1
63046,614,Hotel K,Salvador (BH),2,263.41,526.82,02/27/2020,Monsters CYA,Anna Zurita,female,41,1
63049,614,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/19/2020,Monsters CYA,Anna Zurita,female,41,1
63050,614,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/26/2020,Monsters CYA,Anna Zurita,female,41,1
63053,614,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/16/2020,Monsters CYA,Anna Zurita,female,41,1
63058,614,Hotel AU,Recife (PE),2,312.83,625.66,05/21/2020,Monsters CYA,Anna Zurita,female,41,1
63060,614,Hotel BD,Natal (RN),3,242.88,728.64,06/04/2020,Monsters CYA,Anna Zurita,female,41,1
63061,614,Hotel BD,Natal (RN),2,242.88,485.76,06/11/2020,Monsters CYA,Anna Zurita,female,41,1
63067,614,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/23/2020,Monsters CYA,Anna Zurita,female,41,1
63076,614,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/24/2020,Monsters CYA,Anna Zurita,female,41,1
63077,614,Hotel AU,Recife (PE),4,312.83,1251.32,10/01/2020,Monsters CYA,Anna Zurita,female,41,1
63078,614,Hotel BP,Brasilia (DF),3,247.62,742.86,10/08/2020,Monsters CYA,Anna Zurita,female,41,1
